ID článku;Název článku;Sekce;Zobrazení
46340;Krasobruslař v důchodu. Mistr Evropy Tomáš Verner rozjíždí novou kariéru;Výzva;2
46423;Přicházejí nové technologie. Mění práci, prostředí, zvyklosti i život;Speciály;2
46484;Mapa sucha: V Česku kriticky ubývá voda, názorně ukazuje sestřih z posledních pěti let;Domácí;1
46506;Stávky ve Francii hrají ve prospěch spolujízdám. BlaBlaCar hlásí dvojnásobek cestujících;Zahraniční;1
46614;Nudisté v galerii. Slavný pařížský stánek nechal prohlížet moderní umění nahaté návštěvníky;Zahraniční;7
46663;Syn majitele Šlágr TV Peterka mladší předvede své kvality na festivalu pro začínající muzikanty v Los Angeles;Slavní;3
46734;Foldyna: Mám se omlouvat lidem, kteří špiní prezidenta? To si Hamáček dělá legraci;Domácí;2
46746;Jedna stránka za 163 tisíc a stamilionové zakázky bez soutěže. NKÚ rozcupoval éru ministryně Marksové;Domácí;1
46829;Čeští rodiče jsou přepracovaní, nemají čas na děti, které často přetěžují v kroužcích;Domácí;2
46901;Pasta la vista! Ke slavným hláškám přidal komentátor Záruba další. Kam na ně chodí?;MS v hokeji;1
46913;Šéf burzy naznačil, do čeho se vyplatí investovat;Kam to bude?;14
47145;Podívejte se: Opilý řidič se v Brně zasekl na železničních kolejích. Vyprostit ho musel jeřáb;Domácí;1
47157;Královská svatba: Princ Harry a Meghan Markleová jsou manželé;Královská svatba;4
47194;Spojené státy ve čtvrtfinále? Soupeř, kterého český tým chtěl. Má na něj tajný trumf;MS v hokeji;3
47228;Pět mužů se samurajskými meči zaútočilo na policejní stanici v Indonésii;Zahraniční;1
47300;Až tisíce bývalých východních Němců mohou žalovat Česko;Domácí;1
47385;Škodí Zeman Česku na Západě? Moc ne, je až třetí v pořadí;Svět bez obalu;1
47659;Exkluzivně: Filip Horký zpovídal jednoho z nejvlivnějších lidí v EU: „Jste srdcem Evropy. Migraci vyřešíme, Putin chce EU oslabit“;Obzor;2
47780;Fotbalisté z Březiněvsi natočili na video záplavovou vlnu, která jim zničila hřiště;Domácí;2
47802;Osm procent dětí je na internetu vydíráno prostřednictvím jejich nahých fotek, říká expert;Rodinka;3
47826;Proč hrál Červenka špatně? Analytik The Hockey Ninja si všiml, že Češi hráli stylem týmů z NHL;Sport;1
47922;Velká Británie požádá Evropskou unii o prodloužení pobrexitového období;Zahraniční;1
47958;Manželka britského prince Harryho už má šlechtický erb. Co znamenají jednotlivé symboly?;Zahraniční;1
48009;Na letišti zeje bezpečnostní díra, Tuhého prezidium však o ní raději mlčí;Domácí;1
48083;Rezavé stromy, holé svahy. Kvůli kůrovci jsme letěli nad Vysočinou a je to smutný pohled;Domácí;1
48095;Za Babiše v Praze kandidují lidé, kterých se zbavila ODS;Domácí;3
48117;Tajná nahrávka, jak získat romské hlasy: Dáme jim peníz a zaškrtáme si to sami;Domácí;3
48357;Netočte to! Americkému vojákovi se nelíbilo, že kamera točí konvoj projíždějící Českem;Domácí;2
48382;Profesionální cyklista zajede více než 2000 kilometrů na kole, moderátorka dala přes 40 kilometrů, zapojte se i vy!;#ZDAVUVEN;1
48441;Teď už máme důkazy. Rusko musí přijmout odpovědnost za sestřelení letadla, říká šéf NATO;Svět bez obalu;2
48620;Zachraňují lidské životy a zlepšují pověst Česka. Naši zdravotníci v humanitárních programech se řadí mezi elitu;Mapa;2
48715;Dva olympionici se potkali V centru. Judisty Krpálka se ptáte společně s krasobruslařem Vernerem;V centru;5
48727;Kim o setkání s Trumpem žadonil na kolenou, tvrdí prezidentův právník Giuliani;Zahraniční;1
48811;V Šatně Seznamu: Když zralá je mladá a mladá je stará. A jak vyzrát na to, že nemáte tělo modelky;Slavní;3
49006;Konec! Okrádali turisty a dělali si legraci z našich videí. Směnárna na Staromáku přišla o licenci;Honest Guide;10
49163;Novozélandští ragbisté zatančili v Seznamu bojový tanec haka;Sport;1
49199;Chceš pořádný adrenalin? Zkus investovat miliony a uvidíš, říká bývalý závodník Charouz;Kam to bude?;10
49330;Konec vnitrostranického referenda, změna ústavy podle lidovců a začátek MS ve fotbale;Večerní zprávy;2
49366;Pytláci po celé Africe hromadně vybíjejí osly, Čína štědře platí za jejich kůže;Zahraniční;3
49594;Hvězda NHL o vysoké smlouvě, tlaku i touze reprezentovat. Hostem Seznamu byl Jakub Voráček;Sport;1
49689;Trápí vás celulitida? Dieta prý není řešení;Rodinka;3
49690;Brek a volání po rodičích. Média zveřejnila nahrávku dětí oddělených od rodin na hranicích USA s Mexikem;Zahraniční;1
49700;Češi s nižším vzděláním tráví více času na Facebooku;Domácí;3
49844;Severoatlantická aliance čelí novým hrozbám a starým sporům ohledně výdajů na obranu;Domácí;1
49903;Oscar Wilde na roadshow po českých hradech a zámcích. V hlavních rolích Martin Zounar nebo Bára Štěpánová;Slavní;1
49915;Hledá se podoba nádraží na rychlodráze z Ruzyně. Zn.: Nezapomenout na eskalátory;Domácí;1
50080;Policie uzavírá vyšetřování, které nahánělo strach většině českých nemocnic;Domácí;1
50163;Rozpočítejte se. Každý pátý člověk v práci škodí, říká miliardář Karel Janeček;Kam to bude?;42
50222;Téměř třetina aut má stočený tachometr. Jak se vyhnout jejich nákupu?;Domácí;1
50258;Zemřel Bořivoj Penc, jeden z Cimrmanů. Ještě před 14 dny hrál krále v Dlouhém, Širokém a Krátkozrakém;Domácí;1
50329;„Nelogická” reakce největší banky: zlevnila hypotéky;Domácí;1
50401;Golf se stává dostupnějším sportem. Je pro děti i seniory;Ráno na gauči;1
50498;Pocheho sebevědomý nástup na Ministerstvo zahraničí naštval lidi v ČSSD;Domácí;1
50521;Návrhář Osmany Laffita: Ukázal novou kolekci i kousky, na které je nejvíc hrdý;Slavní;1
50582;Jeden den řidičkou Magdaleny Kožené. Světová hvězda se nám svěřila, proč jezdí na Maledivy a přitom sní o Tibetu;Moje místa;29
50616;Ani Milán, ani Lazio. Jankto má namířeno do Sampdorie, chystá se přestup za 15 milionů eur;Sport;1
50653;Syřané před vládními nálety prchají k hranicím. Izrael kvůli nim posiluje vojenské pozice;Zahraniční;1
50677;Brazilci se v Brně nahrnuli do restaurace, hrál se fotbal;Domácí;1
50761;Zpěvák Vojta Drahokoupil k nepoznání. Chystá extrémní změnu image;Slavní;3
50797;Nelegální reklama přímo u Karlova mostu. Město polepeného trabanta už čtyři roky ignoruje;Honest Guide;8
50819;Při havárii trajektu poblíž ostrova Sulawesi zemřelo minimálně 29 lidí;Zahraniční;1
50893;Češi vynikají ve schopnosti přežít za každou cenu, říká režisér a někdejší člen Monty Pythonů Terry Gilliam;Kultura;4
50915;Závod s časem v thajské jeskyni. Těžký monzunový déšť dorazí už v neděli;Zahraniční;2
50939;Obětí obchodní války Trumpa s Evropou může být především Česko;;1
50940;Čecha ubili chuligáni v Londýně řetězem na kolo. Příbuzní ve Štrasburku neuspěli;;1
50952;Tropická vedra doplní od pátku silné deště, hrozí lokální záplavy;Domácí;3
50964;V centru Prahy unikalo velké množství plynu, hasiči v oblasti kolem náměstí Republiky evakuovali stovky lidí;Domácí;4
51088;Zemana jsem nevolil. Ale s migrací má pravdu, říká kandidát ČSSD na pražského primátora Landovský;Výzva;5
51196;Jediná československá legenda mezi automobily. Porovnali jsme eRko a jeho supernástupce;Domácí;1
51338;Na severu Austrálie odchytili pětimetrového krokodýla. Hledali ho 8 let;Zahraniční;1
51399;Město na Aljašce se přejmenovalo kvůli českému autu;Zahraniční;5
51542;32 slibů Andreje Babiše. Premiérův projev, jak jste ho vidět nemohli;;3
51757;Jachting se stává dostupným sportem pro všechny, závodit mohou i děti nebo hendikepovaní;Rodinka;1
51961;Díky podmořským skleníkům by mohli lidé pěstovat rostliny pod hladinou;Zahraniční;1
52276;Mamma Mia! je po 10 letech zpět! Pokračování filmového muzikálu znovu láká na Streepovou a hity skupiny ABBA;Slavní;1
52288;Čím nás baví miliardáři aneb Peníze leží v zážitcích;Peníze, nebo život;5
52323;Symbol stavby století zneužívají stovky firem. Kraj si koupí práva na jeho používání na pět let;Domácí;4
52372;Dva a půl tisíce kamer vás vidí v Praze všude. Jak záběry brutálních útoků pomohly dopadnout pachatele;Domácí;1
52384;Babiš a spol. zamíchali s kandidátkou pro Prahu: Nový lídr, čtyři politici dostali padáka;;1
52396;Novinář píšící o italské mafii označil Salviniho za „ministra podsvětí”, ten ho žaluje za pomluvu;Zahraniční;1
52455;Jak zachránit vyschlé Kapské Město? Spasit ho mají ledovce z Antarktidy;Zahraniční;4
52563;Doplacení rodičovského příspěvku těm, kterým se narodí další dítě? Vláda přijala neutrální stanovisko;Domácí;1
52575;Nebyl to úmysl, udělal jsem chybu, plavec Lochte promluvil o fotce z Instagramu, za kterou dostal trest;Sport;1
52599;Jak Andrej Babiš po letech marného snažení dostal pod kontrolu ČEZ;Reportéři Seznamu;2
52610;Spravedlnost pro všechny jsme najít nemohli, říká soudce o verdiktu, který kritizuje Zeman;Domácí;1
52671;Dívka si v letadle odmítla sednout. Zastavila tak deportaci Afghánce;Zahraniční;1
52683;V plamenech je i Sicílie. Hasiči s ohni bojují letadly;;1
52730;Neříkejte o mně, že jsem estébák, mafián a agent, žádá Babiš žalobou ve Štrasburku;Domácí;1
52801;Finále Muže roku se blíží. O titul nejhezčí muž Česka se poperou i tihle dva fešáci;Slavní;1
52862;Neviděli jste kvůli mrakům? Tady je nejdelší zatmění Měsíce v 21. století, jak ho pozoroval celý svět;Zahraniční;1
53045;Letiště Praha spustilo práce na své nové podobě. Počítá se s přestupem z vlaků do letadel;Domácí;3
53104;Otokům z horka lze snadno předejít, cvičitelka radí jak;Rodinka;1
53200;Horské koloběžky? Nový turistický hit, který může být nebezpečný;Domácí;1
53224;Ve Španělsku 50 stupňů, Balt se změnil ve Středomoří, v Labi sucho odhalilo munici z války;Zahraniční;4
53297;Konec klobás na stadionu, anglický fotbalový klub přešel na veganství a stal se inspirací;Sport;5
53319;Čech zemřel v Egyptě po napadení žralokem. Přilákal ho mrtvý dobytek v moři;Zahraniční;26
53332;Nosorožec v mexickém safari zaútočil na auto s turisty;Zahraniční;1
53523;Si Ťin-pching podle vtipálků vypadá jako Medvídek Pú. Čína kvůli tomu zakázala disneyovku Kryštůfek Robin;Zahraniční;1
53559;Babiš nepůjde se Zemanem do střetu kvůli Krnáčové, která chce do Berlína;Domácí;1
53584;Počet obětí zemětřesení v Indonésii se zvýšil na 347 mrtvých;Zahraniční;2
53606;Studená fronta přinese koncem týdne úlevu od veder, konce tropů se však Česko dočká nejdříve za měsíc;Počasí;1
53667;Konec dostupných hypoték: „Půjčku na bydlení by za nových podmínek nedostala pětina dnešních klientů”;Výzva;23
53726;Počet lesních požárů se zdvojnásobil, obchodní válka mezi Ruskem a USA a Hamáček chce růst platů ve veřejné sféře;Večerní zprávy;1
53895;„Tátovi nevadí, že mu Češi tykají. My už to máme jinak.” Herečka Ha Thanh Špetlíková o střetu Čechů s Vietnamci;Výzva;7
53966;Svědectví českého řidiče z Janova: Má zlomený nos a pět žeber, ale cítí se v pohodě;Domácí;1
54017;Banky se chystají vyměnit pobočky za internet. Lidé za přepážkami jsou v ohrožení;Domácí;2
54125;Předpověď na víkend: Studená fronta bude doznívat, pak se vrátí tropy;Počasí;1
54150;Ulička hanby v českém parlamentu pro Zdeňka Bakalu? Divadlo na efekt, říká novinářka;Reportéři Seznamu;3
54174;Je mu 15 let a pracuje v dole 200 metrů pod zemí;Svět bez obalu;2
54245;50 let od okupace. Video ze soukromého archivu kameramana ukazuje, co se dělo, když přijely tanky;Domácí;5
54294;S mladými zpěváky pracuju ráda, jsou tvární a poslouchají, říká Alžbeta Stanková;Slavní;1
54316;Glosář: Bayern by ho nekoupil, Juventus vsadil na CR7 vše. A pražská „S“ zaskočila opravdová rychlost;Sport;1
54390;Televize Seznam vysílá z Hip Hop Kempu. Ve Výzvě se zeptáme třeba Vladimira 518;Festivalová televize;1
54436;ODS řešila Klause mladšího: Jeho výroky jsou na hraně únosnosti, říká senátor;Domácí;1
54485;Muž ze Zemanova štábu komplikuje případ strkanice s novináři;Domácí;2
54532;Ve Spartě to nebylo o trenérovi, všichni musí respektovat pravidla, říká nejdražší hráč ligy Stanciu;Sport;1
54544;Bývalého fotbalistu Řepku poslal soud do vězení, na exmanželku zadával falešné erotické inzeráty;Sport;15
54603;V Srbsku objevili archeologové pozůstatky paláce, ve kterém žil římský císař;Svět bez obalu;1
54664;Další podivná smrt turistů v Egyptě. Manželský pár zemřel v rozmezí pár hodin. Nikdo neví proč;;3
54676;Překvapuje mě frustrace a míra strachu u nás. Změní to vzdělání a zájem o dění kolem, říká Vladimir 518;Výzva;21
54711;Kamera zachytila zloděje v obchodním centru přímo při činu;Domácí;2
54723;Jak zaplatit vyšší důchody? Zdaníme víc banky i energetické firmy, navrhuje ministryně Maláčová;Výzva;7
54759;Výjimečně nízký trest. Za rozstřílení řidiče jedoucí dodávky dostal vrah sedm let vězení;Domácí;1
54760;V Šatně Seznamu: Prohraná sázka na erotično aneb Ani ňadra dmoucí nestačí;Slavní;10
54772;Grilování dostane nový rozměr. Zkuste pštrosí maso;Rodinka;1
54784;Putin vyrazil na dovolenou, navzdory jeho internetové image byla vcelku poklidná;Zahraniční;1
54818;Teru Menclová patří k nejúspěšnějším landscape fotografům u nás. Fotky publikuje na Instagramu;Rodinka;6
54867;Nahrávka dopadeného vyděrače: V obchoďáku je bomba, chci 10 milionů do popelnice v albertové tašce;Domácí;9
54880;Poprvé za dekády opouští astronaut prestižní výcvik NASA;Zahraniční;7
54892;Tak trochu jiné rakve. Umělec chce vnést optimismus do pohřebních síní, aby zmírnil utrpení pozůstalých;Domácí;10
54914;Polská reality show o uprchlících vyvolala v zemi vlnu kritiky;Zahraniční;1
54938;Kluci hráli fotbal a já mohl, až když odjel profesor houslí, přiznává Pavel Šporcl;Domácí;1
54951;Policie při vyšetřování narazila na zjištění, jak dotace do sportu řešil i Faltýnek;Domácí;5
54975;Zatýkání se změnilo v divokou přestřelku. Záběry z pokusu o vraždu policistů;Zahraniční;3
54987;Agrofertu záhadně uhynuly desítky krav. Policie řeší i možnost, že je někdo otrávil;Domácí;7
55014;USA se oficiálně loučily s McCainem. „Dělal z nás lepší lidi,“ shodli se George W. Bush s Obamou;Zahraniční;1
55063;Zeman vítal prvňáčky, rodiče přišli s červenými trenkami;Domácí;5
55134;Cizí jazyky se může naučit každý v jakémkoliv věku, setkáváme se s nimi denně;Rodinka;2
55171;Na ulici by neskončili. Polovina členů Svatopluku vlastní jiné byty v Horoměřicích nebo v Praze;Domácí;3
55195;Rhinovirus nebo chřipka typu A. Letiště jsou semeniště virů;Zahraniční;1
55205;Vyšší cena neznamená vyšší kvalitu. A jak poznat, které výrobky jsou nebezpečné?;Rodinka;3
55217;Chtějí vládnout hlavnímu městu. Co všechno slibují Pražanům?;V centru;60
55230;Ledecký si při obraně dcery nebral servítky: Něco tak nefér jsem nezažil, šéf svazu by měl rezignovat;Sport;1230
55254;Landovský: Kandiduji na primátora, ministr ze mě nebude;Domácí;1
55266;Mají Facebook a Google platit novinářům za to, že sdílí jejich obsah?;Duel;3
55278;Do prodeje ostravských hutí zbývá měsíc. Zaměstnanci stále nemají informace o novém vedení;Domácí;1
55291;„Halíře dělají talíře.“ Podívejte se, jak Paroubek vysvětloval miliony půjčené v hotovosti;Domácí;12
55313;Pět nejlepších moderátorů na světě. Čím si získali své publikum a proč je diváci milují?;Slavní;5
55325;Finský trenér Erbanové promluvil o jejím konci. Byla za zrádkyni, Novák a svaz jí dělali problémy čtyři roky;Sport;7
55337;Twitter definitivně zablokoval účet Alexe Jonese, který stojí za konspiračním webem Infowars;Zahraniční;2
55362;Mrtvá koza bez hlavy jako míč na mistrovství světa. Ochránci zvířat protestovali marně;Svět bez obalu;4
55374;Hlavní účetní Tesly odstoupil a Elon Musk kouřil jointa v přímém přenosu;Zahraniční;7
55408;Začátek týdne bude jasný s teplotami okolo 25 stupňů, ochladí se až v pátek;Počasí;1
55433;Nečekaná dohra ženského finále US Open, vedení WTA se postavilo za Serenu Williamsovou;Sport;5
55457;Ovčáček už není husita, neúprosný boj o zrno v roce sucha a „francouzský Žalčík“;Domácí;1
55469;Jarolím po ostudě u reprezentace končí, asociace chce angažovat nového kouče co nejdříve;Sport;1
55494;Na Spojené státy míří nejhorší hurikán v historii východního pobřeží;Zahraniční;3
55516;Vladimir Putin a Si Ťin-pching si na schůzce notovali, chtějí společně čelit rostoucí mezinárodní nestabilitě;Zahraniční;1
55541;Budou rozhodčí bojkotovat zápasy Sereny? Nechápu, že se ještě neomluvila, říká český sudí;Sport;35
55565;Čekám, až přestanu být jen romský klavírista. Tomáš Kačo o splněném snu v Trumpově Americe;Výzva;61
55577;Tomáš Savka má 15 let od SuperStar vysněné povolání a první dítě;Slavní;10
55624;Jihovýchodní Asii zasáhne bouře silnější než hurikán Florence. Supertajfun Mangkhut ohrožuje desítky milionů lidí;Zahraniční;14
55648;Soud pravomocně zrušil další zajišťovací příkaz. Firma ale mezitím už skončila v konkurzu;Domácí;10
55719;Baník vyprodal stadion za pár minut, fanoušků Sparty ale do Ostravy moc nepřijede. Proč?;Sport;59
55756;Sovětský svaz je zakázal, odvážný sběratel zachránil. V Uzbekistánu objevili vzácné obrazy;Svět bez obalu;9
55793;Izraelští vojáci v Gaze zastřelili tři Palestince, byl mezi nimi i jedenáctiletý chlapec;Zahraniční;6
55803;Náušnice pro miminko – jak to chodí při jejich „nastřelení“ a deník půlročního miminka;Mamablog;23
55815;Sousedské slavnosti po celé republice. Drinky míchají roboti, lidé vyšívají na ulici a pečou buřty;Domácí;8
55852;„Leoš nám opravdu milion nabídl. My ale nechtěli, aby něco platil,“ říká Kazmův režisér;Domácí;106
55947;Postupné oteplování vyvrcholí v pátek, kdy mohou teploty dosahovat až třiceti stupňů;Domácí;4
55959;Provází nemocné umíráním. Ví, jaká máme poslední přání, než nás vezme smrt;Domácí;66
55984;„Selfie day“ pilota kamionu Adama Lacka;Záhady;206
55996;V Praze se otevře pop-up store, ojedinělý showroom s možností nákupu a kavárnou;Rodinka;3
56023;Zaměstnanci McDonald's stávkují. Vadí jim způsob řešení sexuálního obtěžování;Zahraniční;3
56047;Tady je můj Zlatý míč. Pavel Nedvěd vás provede po stadionu Juventusu i po Skalné;Sport;30
56059;Jak to bylo s ježkem v kleci? Tajemství odhaluje výstava hlavolamů a her;Rodinka;9
56060;Průměrný starobní důchod od ledna vzroste asi o 900 Kč měsíčně;Domácí;5
56072;Armáda slibuje největší přehlídku ve střední Evropě. Na hodinu uzavře vzdušný prostor;Domácí;54
56084;Čtvrt století poslouchali pískot, teď jim hala zatleská. Zpověď legend, které se loučí s extraligou;Sport;362
56155;Hromady odpadků a splašky. V otřesných podmínkách se šíří horečka dengue, infikovaných je už téměř 60 tisíc;Zahraniční;44
56179;V kauze smrtící drogy obvinila policie v Ostravě dalšího člověka;Domácí;1
56192;Letadlo Jet Airways se muselo otočit poté, co desítky pasažérů začaly krvácet z nosu a uší;Zahraniční;881
56202;Měl to být velký návrat závodní legendy. Váňa se však na koně nevrátí, nemůže chodit;Sport;59
56214;Soud nařídil Marine Le Penové psychiatrické testy;Zahraniční;6
56226;Průkopník komerčních letů do vesmíru Attenborough: Z cesty do kosmu se vrátíte s novým pohledem na život;Zahraniční;21
56251;Kdybych odsud neutekl, bylo by po mně. Ivan Král o punkrocku v New Yorku i dnešní Patti Smith;Kultura;164
56263;Ruští diplomaté plánovali útěk Juliana Assangea z ambasády v Londýně;Zahraniční;3
56275;Zeman v Německu: Proti sankcím i novinářům;Zahraniční;71
56287;Čerstvá čísla: Alkohol zabil čtvrt miliardy mužů, ale bude se pít ještě víc;Zahraniční;6
56299;Zemřel Ladislav Bittman. Muž, který vymyslel ojedinělou mystifikační akci StB proti Západu;Domácí;50
56310;Povodňové cvičení v Praze, nejasnosti kolem syrských sirotků a stovky mrtvých v Tanzanii;Večerní zprávy;5
56322;Asie slaví Svátek středu podzimu, města rozzářily desetitisíce světel;Zahraniční;1
56478;Policie glosuje kokain v zásilce banánů do texaské věznice: Někdy vám život nečekaně nadělí;Zahraniční;11
56491;Počet hostů na svatební hostině? Máme právo to vědět, vzkázala ministryně financí;Domácí;1358
56525;Popocatépetl ve žluté fázi. Do oblak chrlí mračna kouře a popela;Zahraniční;45
56549;El Latino, to je první singl a videoklip mladé zpěvačky ze SuperStar;Slavní;220
56550;Odposlechy novináře? Janka Kroupu napíchli nezákonně, rozhodl soud;Domácí;36
56562;Česko vyděsilo sucho teprve před třemi lety. Čas ale neúprosně běží, varuje rektor ČZU;Domácí;37
56586;Fotbalový glosář se s Plzní svezl po horské dráze, nabídl nové reprezentanty a ocenil Meresjeva z Edenu;Sport;610
56608;Studentské volby v Praze vyhráli u středoškoláků Piráti;Domácí;43
56621;Konzervativní Saúdská Arábie se otevírá světu. Chystá turistická víza;Zahraniční;7
56633;Policie přerušila ilegální závody aut. Vše natáčela helikoptéra s noktovizorem;Zahraniční;239
56645;Průměrný český dolarový milionář je 53letý muž, vysokoškolák a majitel firmy. V Česku jich je 25 tisíc;Domácí;32
56657;„Zpívat jsem začala, protože jsem si myslela, že herečky musí být krásné,“ říká šansoniérka Drössler;Slavní;103
56790;Policista šel s pistolí na řidiče, s nímž se na silnici nepohodl. Nebyl to trestný čin, řekl soud;Domácí;846
56836;V Mikronésii se zřítilo letadlo do laguny, všech 35 lidí na palubě přežilo;Zahraniční;14616
56897;Kuchař popálil dva české turisty při ohnivé show v Instanbulu;Zahraniční;37651
6969;Do Česka přichází čtvrtá průmyslová revoluce. Premiér: Volby rozhodují lidé, kteří se bojí o práci;Domácí;1
7153;Čína po 21 letech přiznala justiční omyl, popravený mladík byl nevinný;Zahraniční;1
8137;Nová teorie o potopení Titaniku: Začátkem zkázy byl požár v podpalubí;Zahraniční;1
12383;Průlom na poli genetiky. Vědci poprvé vytvořili embryo z člověka a prasete;Zahraniční;1
18111;Tradiční způsob vaření rýže je nebezpečný, varují britští vědci;Zahraniční;1
28644;Film o únosu syna prezidenta Kováče láme na Slovensku rekordy. O prvním víkendu porazil i Harryho Pottera;Zahraniční;2
28967;První čtyři Češi podali žalobu o odškodnění v kauze Dieselgate;Domácí;1
29018;Domácnosti bez proudu, zrušené lety a zavřené školy. Bouře Stella se přehnala přes východ USA;Zahraniční;4
29329;Izraelská policie zatkla podezřelého z vyhrožování židovským organizacím v USA;Zahraniční;1
30209;Raketa Cygnus odstartovala k ISS i s českou technikou na palubě;Zahraniční;1
30366;Osm prestižních univerzit a další stovky vysokých škol nabízí online kurzy zdarma. Některé i v češtině;Zahraniční;5
30677;Poslanci schválili nový pohřební zákon. Chodily mi fotky s vlastním náhrobkem, říká ministryně;Domácí;1
31040;Vstáváte před sedmou? Nejste normální, tvrdí prezident Zeman;Domácí;7
3131;Na Monínci už zasněžují. Nová technologie vyrobí sníh až do 35 stupňů;Domácí;1
32107;"„Emotivní a přesvědčivý návrat,"" píší v zahraničí o Kvitové";Zahraniční;1
32132;Na Hradě žena nebude. Ale ani Miloš Zeman, tvrdí filmová režisérka Sommerová;Rozhovory;1
33082;Smrtící obložení. Hliníkové panely zhoršily požár londýnského věžáku;Zahraniční;1
33094;Svědectví z porodnice: Císařské řezy na přání se dělají, jen se to nahlas neříká;Rozhovory;2
33128;Havárie amerického torpédoborce: Kontejnerová loď náhle změnila kurz;Zahraniční;1
33190;Američané v Sýrii sestřelili vládní stíhačku, prý bombardovala rebely. Podle Syřanů ale bojovala proti IS;Zahraniční;2
33584;Někdejší majitel Sparty na tom není finančně dobře. Soudí se se státem;Domácí;5
34270;Záměnám embryí se nevyhnete. Ale umělé oplodnění to nezastaví, říká šéf „Babišových“ klinik;Peníze, nebo život;3
34556;Jak si nechat implantovat do těla inteligentní čip. Reportér Seznam Zpráv se změnil v kyborga;Domácí;3
34999;Donald Trump podepsal zákon o protiruských sankcích;Zahraniční;1
35122;Jak získat peníze od knížete nebo Bryana Adamse? Prostě je ukecáte, říká Tereza Maxová;Domácí;1
3537;Praha má pro své politiky přes 130 „trafik“;Domácí;1
35398;Místo tunelu nadchod s parkem. Podívejte se, jak se má změnit vstupní brána do Prahy;Domácí;1
35959;Katedrálu Sagrada Familia zaplnila mše, obětem se poklonil i král;Zahraniční;3
36179;V Písku trénují hokejistky z Kuvajtu. S helmou a v šátcích;Něco navíc;1
3621;Herman: Já nic neporušil, ale Číňané ano;Domácí;1
36682;Bilance požáru Grenfell Tower: 220 přeživších s posttraumatickou poruchou a 20 pokusů o sebevraždu;Zahraniční;2
37044;Asijský Václav Havel na pranýři. Su Ťij, dřív živé svědomí planety, přihlíží genocidě;Zahraniční;2
37499;Stejně jako Zeman, i my máme fotku s Trumpem! Vyhlašujeme cenu „Bojovník Šťastného pondělí”;Šťastné pondělí;1
38303;Donald Trump navštíví příští rok Velkou Británii, s královnou se ale nesetká;Zahraniční;1
38518;Finanční správa chystala likvidaci mladé rodiny, muž napojený na Agrofert to věděl;Zvláštní vyšetřování;4
38913;Legalizujme marihuanu. Pirátský poslanec chce každému dopřát dvacet rostlin konopí;Domácí;1
3907;"Díl 3.: Klausova amnestie? „Řekl mi, kdo a jakou částku podle něj zaplatil""";Zvláštní vyšetřování;2
39108;Českem se prohnala nejhorší vichřice za posledních 10 let. Škody půjdou do miliard;Domácí;2
39324;O Hrad chce bojovat i Terezie Holovská. „Mlsná tygřice” teď loví podporu;Domácí;1
3944;Hledá se zámeček, který stál za pádem miliardáře;;1
39792;V zákulisí koncertu Lenny. Zpěvačky, která je zjevením české hudební scény;Slavní;2
39875;Oblast západně od Athén zasáhly povodně. Hlášeno je 15 mrtvých;Zahraniční;2
39922;Rusko vetovalo americký návrh na prodloužení mise OSN vyšetřující chemické útoky v Sýrii;Zahraniční;1
40145;Američan testoval východoněmeckou legendu. Do Trabantu se mu vešly i golfové hole;Svět bez obalu;1
40241;Biopaliva jsou obří omyl a lány řepky biologická poušť, říká muž, který odmítl profesuru od Zemana;Výzva;2
40265;Ženy mají oproti chlapům jednu nevýhodu, říká jedna z nejmocnějších manažerek. Malé ego;Kam to bude?;1
40277;Sobotkova vláda podala demisi. Premiér ji poslal poštou;Domácí;1
40290;Odtajněno. Nejvíc hlasů v Českém slavíkovi získala kontroverzní skupina Ortel;Domácí;2
40456;Nenápadná závada zabila chlapce. Technik není vinen, řekl soud;Domácí;1
40611;Netanjahu v EU neuspěl. Unie nebude následovat USA v otázce Jeruzaléma;Zahraniční;2
40647;Česko je skvělé, vaši nespokojenost nechápu. Britská velvyslankyně o české povaze i tanci u tyče;Výzva;2
40802;V klasické hudbě je na špičce málo žen, ale pracujeme na tom, tvrdí operní hvězda Cecilia Bartoli;Kultura;2
40814;Je každý sedmý člověk debilní, dementní nebo alkoholik? Psychiatr Höschl rozebírá slavný „Zemanův citát“;Výzva;2
40887;Tak kde máte tu šavličku na sekání do mlhy? Drahoš a Horáček se do sebe pustili;Výzva;4
41191;Ruská tajná služba zadržela strůjce atentátu v Petrohradu;Zahraniční;1
41225;Tisíce lidí zaplnily ulice Prahy při ohňostroji. Podívejte se na záznam ohnivé show;Domácí;1
41237;150 tisíc za nástup k policii. Takhle se lákají nováčci;Domácí;1
41428;U břehů Libye se potopil člun se 150 migranty. Desítky lidí se pohřešují;Zahraniční;1
41548;Zeman zvítězí. Ale ještě letos odstoupí, předpovídá Kubera. Jediný, kdo by ho porazil, je Klausová;Osmička;1
41668;Letadlo v tureckém Trabzonu přejelo přistávací dráhu a zůstalo viset na srázu nad Černým mořem;Zahraniční;28
41788;Dobré časy jsou vidět i na výplatní pásce. Nový přehled profesí, kde se daří;Domácí;1
41943;Jakou kličku předvedli spekulanti s byty a proč od toho dávají politici ruce pryč;Reportéři Seznamu;1
41955;Výbuch sopky spustil lavinu v japonském lyžařském středisku;Zahraniční;1
